Date,All industries  [T001] 4,Goods-producing industries  [T002] 4,Service-producing industries  [T003] 4,Business sector industries  [T004],Non-business sector industries  [T007],Industrial production  [T010] 4,Non-durable manufacturing industries  [T011] 4,Durable manufacturing industries  [T012] 4,Information and communication technology sector  [T013] 4,Energy sector  [T016] 4,Industrial production (1950 definition)  [T017] 4,Public Sector  [T018] 4,Content and media sector  [T019] 4,All industries (except cannabis sector)  [T020] 4,Cannabis sector  [T021] 4,All industries (except unlicensed cannabis sector)  [T024] 4,"Agriculture, forestry, fishing and hunting  [11]","Mining, quarrying, and oil and gas extraction  [21]",Utilities  [22],Construction  [23],Manufacturing  [31-33],Wholesale trade  [41],Retail trade  [44-45],Transportation and warehousing  [48-49],Information and cultural industries  [51],Finance and insurance  [52],Real estate and rental and leasing  [53],"Professional, scientific and technical services  [54]",Management of companies and enterprises  [55],"Administrative and support, waste management and remediation services  [56]",Educational services  [61],Health care and social assistance  [62],"Arts, entertainment and recreation  [71]",Accommodation and food services  [72],Other services (except public administration)  [81],Public administration  [91]
2005-01-01,"1,514,960","505,587","1,007,541",..,..,"371,286","97,838","116,223",..,"146,580",..,..,..,"1,511,679","3,224","1,511,680","32,211","118,951","36,003","103,056","214,316","73,613","72,611","64,273","50,086","86,875","167,404","79,148",..,"42,537","79,169","105,162","13,006","32,801","31,501","99,683"
2005-02-01,"1,516,009","501,996","1,012,336",..,..,"367,895","97,970","115,269",..,"144,034",..,..,..,"1,512,741","3,229","1,512,770","31,793","117,434","35,151","103,445","213,436","74,106","73,968","64,478","50,055","87,438","168,156","79,136",..,"42,598","79,243","105,313","12,923","33,547","31,611","99,938"
2005-03-01,"1,510,876","498,704","1,010,618",..,..,"364,323","97,605","114,223",..,"142,224",..,..,..,"1,507,679","3,238","1,507,709","31,998","114,737","35,808","103,793","211,995","73,512","73,301","64,463","50,165","87,240","168,854","79,555",..,"42,760","78,684","105,644","12,722","32,940","31,559","99,771"
2005-04-01,"1,522,079","504,806","1,015,710",..,..,"369,506","97,457","115,746",..,"145,781",..,..,..,"1,518,904","3,258","1,518,933","31,966","118,528","35,637","104,631","213,478","74,737","72,928","64,805","50,326","87,625","169,699","79,880",..,"43,046","79,631","105,942","12,974","32,905","31,858","99,986"
2005-05-01,"1,528,603","508,849","1,018,180",..,..,"372,213","96,990","116,630",..,"148,306",..,..,..,"1,525,445","3,269","1,525,475","32,791","120,502","35,812","105,219","213,989","74,243","73,281","65,363","50,580","88,201","170,267","80,402",..,"43,205","79,667","106,095","12,968","32,731","31,872","99,946"
2005-06-01,"1,533,199","507,122","1,024,604",..,..,"370,670","96,516","116,230",..,"147,338",..,..,..,"1,530,077","3,280","1,530,092","33,081","119,141","36,513","104,826","213,127","75,578","74,309","65,420","50,599","88,945","170,932","80,887",..,"43,421","79,737","106,317","13,414","33,135","32,028","100,347"
2005-07-01,"1,537,159","509,288","1,026,396",..,..,"371,819","96,629","115,947",..,"147,637",..,..,..,"1,534,043","3,294","1,534,058","33,426","120,552","36,395","105,626","212,935","74,074","74,496","66,159","50,876","88,838","171,543","81,623",..,"43,602","79,933","106,607","13,569","33,220","32,040","100,539"
2005-08-01,"1,542,983","510,467","1,031,032",..,..,"373,079","97,143","116,588",..,"148,891",..,..,..,"1,539,871","3,320","1,539,870","33,546","120,625","36,425","105,379","214,101","75,445","74,121","66,484","51,213","89,527","172,174","81,925",..,"43,814","80,278","106,987","13,597","33,231","32,048","100,940"
2005-09-01,"1,544,269","511,423","1,031,342",..,..,"374,251","97,146","115,880",..,"150,627",..,..,..,"1,541,154","3,336","1,541,154","33,567","122,460","36,410","105,059","213,349","76,343","72,703","66,720","51,224","89,519","172,480","82,007",..,"44,149","80,413","107,247","13,384","32,699","32,102","101,475"
2005-10-01,"1,549,474","511,236","1,036,707",..,..,"374,045","97,052","116,061",..,"150,960",..,..,..,"1,546,334","3,353","1,546,302","33,107","122,623","35,923","105,597","213,462","77,824","74,053","67,004","51,359","90,188","172,831","82,348",..,"44,151","79,357","107,619","13,587","32,747","32,186","102,204"
2005-11-01,"1,557,964","514,812","1,041,537",..,..,"377,459","97,027","116,614",..,"153,338",..,..,..,"1,554,791","3,384","1,554,744","32,529","125,095","36,173","106,204","214,023","77,341","74,957","66,941","51,623","91,060","173,334","82,833",..,"44,229","80,795","107,807","13,463","33,085","32,309","102,661"
2005-12-01,"1,566,198","519,393","1,045,090",..,..,"381,300","97,568","117,752",..,"155,265",..,..,..,"1,562,993","3,404","1,562,930","32,517","127,213","36,099","106,900","215,744","77,443","75,952","67,357","51,757","91,812","173,546","83,301",..,"44,188","80,777","107,646","13,488","32,969","32,431","103,214"
2006-01-01,"1,570,036","517,548","1,050,705",..,..,"379,523","98,029","119,682",..,"150,631",..,..,..,"1,566,775","3,425","1,566,682","32,856","124,499","34,742","106,908","218,222","78,228","76,262","67,237","52,361","93,026","174,430","83,960",..,"44,110","80,867","107,756","13,217","33,648","32,473","103,672"
2006-02-01,"1,573,552","517,689","1,054,114",..,..,"378,173","97,100","118,829",..,"151,657",..,..,..,"1,570,253","3,445","1,570,159","33,232","123,893","35,671","108,254","216,451","78,501","77,401","67,257","52,409","93,743","174,654","84,335",..,"44,130","81,003","107,875","13,026","33,337","32,610","104,169"
2006-03-01,"1,577,153","517,732","1,057,676",..,..,"377,963","96,663","118,562",..,"152,211",..,..,..,"1,573,784","3,478","1,573,721","33,032","124,426","35,537","108,720","215,763","79,192","77,801","67,708","52,462","94,155","174,804","84,707",..,"44,117","81,007","107,939","13,393","33,257","32,743","104,476"
2006-04-01,"1,577,442","515,055","1,060,675",..,..,"375,280","96,122","116,516",..,"151,241",..,..,..,"1,574,010","3,495","1,573,978","32,950","124,552","35,308","108,907","213,102","79,360","78,239","67,662","52,569","95,158","174,638","84,789",..,"44,201","81,110","108,037","13,719","33,146","32,871","105,146"
2006-05-01,"1,578,059","514,176","1,062,185",..,..,"374,727","94,665","115,113",..,"153,520",..,..,..,"1,574,579","3,511","1,574,579","32,913","126,024","35,945","108,632","210,260","79,841","78,083","67,432","52,694","95,332","174,607","84,954",..,"44,273","81,253","108,050","13,402","33,362","32,842","106,041"
2006-06-01,"1,575,416","511,083","1,062,668",..,..,"371,935","93,546","115,420",..,"152,048",..,..,..,"1,571,909","3,539","1,571,925","32,978","124,222","35,727","108,357","209,536","78,967","78,449","67,296","52,915","95,561","174,635","85,136",..,"44,408","81,300","108,324","13,424","33,064","32,911","106,090"
2006-07-01,"1,578,273","511,704","1,064,900",..,..,"372,560","94,079","114,962",..,"152,802",..,..,..,"1,574,729","3,553","1,574,760","32,438","123,847","36,673","108,808","209,560","78,760","79,110","67,272","53,123","96,473","175,153","85,326",..,"44,561","81,447","108,570","13,062","32,775","32,941","106,027"
2006-08-01,"1,579,408","510,860","1,066,916",..,..,"371,637","94,526","113,703",..,"152,620",..,..,..,"1,575,846","3,567","1,575,878","31,873","124,530","35,924","109,422","208,662","79,677","78,622","67,114","53,330","96,835","175,759","85,580",..,"44,769","81,558","108,844","13,116","32,566","32,907","105,740"
2006-09-01,"1,577,137","506,571","1,069,001",..,..,"367,003","93,556","111,415",..,"151,436",..,..,..,"1,573,564","3,590","1,573,611","31,934","123,453","35,667","109,929","205,350","78,442","79,030","67,297","53,033","97,747","176,407","85,972",..,"44,953","81,872","109,127","13,118","32,833","32,861","105,619"
2006-10-01,"1,579,661","507,168","1,070,946",..,..,"367,884","92,390","111,179",..,"151,926",..,..,..,"1,576,098","3,602","1,576,145","31,316","125,014","36,204","110,146","204,012","78,166","78,707","66,852","53,091","98,263","176,880","86,383",..,"45,118","82,373","109,574","13,135","33,158","32,871","105,642"
2006-11-01,"1,583,186","506,762","1,074,931",..,..,"366,710","92,165","111,448",..,"149,799",..,..,..,"1,579,615","3,610","1,579,679","31,370","124,919","35,081","110,988","204,094","78,496","78,552","67,423","53,028","98,966","177,291","86,915",..,"45,417","82,840","109,924","13,303","33,203","32,702","105,884"
2006-12-01,"1,593,220","509,807","1,081,953",..,..,"368,857","92,318","114,612",..,"148,767",..,..,..,"1,589,643","3,631","1,589,706","31,391","123,025","35,788","111,882","207,577","81,127","80,123","68,083","52,717","98,363","178,471","86,901",..,"45,516","83,110","110,139","13,326","33,343","32,796","106,125"
2007-01-01,"1,589,916","509,265","1,079,052","1,308,932","278,651","367,910","91,092","113,587","67,779","149,778","363,440","299,793","14,535","1,586,362","3,636","1,586,410","31,238","123,965","36,009","112,626","205,344","79,833","79,442","67,589","52,614","98,516","179,154","87,270","10,378","45,819","83,193","110,302","13,285","33,202","32,764","106,382"
2007-02-01,"1,597,824","513,129","1,083,082","1,316,775","279,123","371,432","91,488","114,255","68,303","152,102","367,184","300,123","14,685","1,594,254","3,642","1,594,350","31,039","125,203","37,168","113,100","206,427","82,935","79,462","67,261","52,566","98,885","179,594","87,081","10,480","45,930","83,491","110,285","13,201","32,907","32,755","106,399"
2007-03-01,"1,601,283","513,656","1,085,992","1,319,705","280,011","371,756","90,139","115,290","67,663","151,863","367,727","300,875","14,674","1,597,720","3,659","1,597,785","30,442","125,673","37,104","113,832","206,309","83,097","79,697","67,700","52,347","98,636","179,780","87,362","10,595","46,220","83,867","110,479","13,265","33,534","32,794","106,553"
2007-04-01,"1,603,425","511,654","1,090,137","1,321,244","280,940","369,831","91,469","114,682","68,148","150,717","365,967","301,943","14,735","1,599,841","3,662","1,599,890","29,844","122,505","37,914","114,376","206,881","83,103","80,904","68,023","52,499","98,899","180,384","87,870","10,603","46,487","84,231","110,806","13,180","33,076","32,860","106,911"
2007-05-01,"1,610,464","513,323","1,095,507","1,327,568","281,865","370,452","90,942","113,511","67,702","151,420","366,727","302,952","14,674","1,606,865","3,664","1,606,897","29,647","124,544","38,048","115,667","205,141","83,654","81,407","68,470","52,475","99,601","181,061","88,660","10,609","46,694","84,717","111,097","13,148","33,341","32,908","107,122"
2007-06-01,"1,615,014","514,379","1,099,010","1,331,815","282,370","371,348","92,445","112,690","68,453","152,057","367,739","303,463","14,778","1,611,405","3,679","1,611,405","29,477","124,995","37,944","115,995","205,646","83,805","81,166","68,259","52,717","100,193","181,843","89,331","10,664","46,941","85,017","111,143","13,497","33,544","32,930","107,265"
2007-07-01,"1,614,681","510,863","1,102,234","1,330,967","283,036","367,384","92,123","111,148","69,116","150,332","363,854","304,253","14,846","1,611,056","3,680","1,611,042","29,960","123,033","37,874","116,247","203,696","83,072","81,286","68,676","52,754","101,176","182,260","89,551","10,729","47,157","85,317","111,387","13,497","33,946","33,114","107,501"
2007-08-01,"1,619,358","514,287","1,103,444","1,335,115","283,617","369,719","92,014","110,687","68,432","152,321","366,231","304,771","14,801","1,615,707","3,679","1,615,660","30,737","125,569","38,063","116,723","203,104","82,487","82,320","68,813","52,673","101,360","182,420","89,460","10,791","47,350","85,658","111,537","13,461","33,581","33,093","107,512"
2007-09-01,"1,616,522","512,102","1,102,807","1,331,728","284,256","367,841","90,837","111,226","68,361","150,942","364,388","305,398","14,660","1,612,861","3,690","1,612,797","30,377","124,428","37,823","116,781","202,600","82,543","81,520","68,587","52,470","100,667","182,613","89,483","10,820","47,342","85,951","111,740","13,687","33,814","33,088","107,632"
2007-10-01,"1,617,956","508,916","1,107,499","1,332,368","285,058","365,430","91,098","110,919","68,402","149,126","361,955","306,174","14,776","1,614,261","3,690","1,614,213","30,594","121,777","38,213","115,912","202,509","83,181","81,890","68,650","52,762","101,174","183,263","90,115","10,939","47,475","86,236","112,082","13,601","34,115","33,316","107,776"
2007-11-01,"1,619,351","508,345","1,109,504","1,333,111","285,657","364,433","91,243","110,453","68,672","148,325","360,916","306,743","14,715","1,615,635","3,686","1,615,587","31,046","120,661","38,679","116,047","202,141","82,497","83,014","68,411","52,925","100,859","184,092","90,614","11,043","47,495","86,431","112,355","13,535","34,058","33,424","107,878"
2007-12-01,"1,613,074","503,130","1,108,549","1,325,990","286,496","358,160","90,675","105,936","68,388","146,172","354,561","307,430","14,642","1,609,373","3,683","1,609,326","31,000","119,550","38,689","117,434","196,772","81,618","84,358","67,794","52,938","99,974","184,525","90,674","11,109","47,231","86,634","112,506","13,202","33,589","33,410","108,213"
2008-01-01,"1,619,678","505,668","1,112,463","1,330,922","287,972","359,342","89,546","106,392","69,405","147,896","355,639","308,687","14,560","1,615,977","3,691","1,615,930","30,845","121,234","38,813","118,962","196,215","82,618","84,804","67,652","52,951","100,159","185,173","90,759","11,238","47,063","87,009","112,653","13,386","33,727","33,615","108,966"
2008-02-01,"1,616,737","505,702","1,109,636","1,327,270","288,817","358,661","89,227","107,240","69,219","146,365","354,873","309,515","14,645","1,613,061","3,688","1,613,045","31,502","119,650","39,584","119,182","196,824","81,557","84,081","67,646","53,086","98,895","185,079","91,070","11,350","46,921","87,228","112,561","13,259","33,181","33,657","109,675"
2008-03-01,"1,619,632","505,593","1,112,941","1,329,382","289,662","358,425","87,917","105,243","69,375","148,332","354,566","310,218","14,595","1,615,997","3,700","1,615,982","32,081","121,653","39,767","118,819","193,480","82,410","84,219","67,644","52,996","99,679","185,306","91,276","11,473","46,815","87,420","112,762","13,209","33,568","33,764","109,993"
2008-04-01,"1,623,011","506,962","1,115,090","1,331,668","290,830","360,461","89,803","106,112","69,360","147,919","356,539","311,427","14,626","1,619,401","3,700","1,619,401","32,573","121,278","39,936","117,573","196,153","82,128","84,508","67,767","52,968","99,674","185,628","91,600","11,545","46,584","87,680","113,119","13,388","33,713","33,891","110,597"
2008-05-01,"1,622,950","505,964","1,116,183","1,330,761","291,749","358,298","89,574","107,275","69,816","145,087","354,306","312,389","14,664","1,619,356","3,702","1,619,341","32,314","118,910","39,746","119,122","197,185","82,581","84,452","67,972","52,994","98,405","185,912","91,914","11,622","46,465","87,934","113,304","13,603","33,851","33,940","111,118"
2008-06-01,"1,626,157","507,135","1,118,195","1,333,138","292,554","359,729","89,420","106,270","69,750","146,882","355,695","313,219","14,740","1,622,556","3,719","1,622,541","32,520","120,976","39,662","118,573","195,970","83,168","84,771","68,180","53,022","98,054","186,326","92,209","11,677","46,263","88,025","113,607","13,436","33,899","33,955","111,562"
2008-07-01,"1,633,235","512,569","1,119,530","1,339,064","293,642","364,501","89,867","106,598","69,397","150,834","360,413","314,332","14,749","1,629,601","3,726","1,629,602","33,115","124,335","39,602","118,538","196,741","83,502","84,407","68,390","52,999","97,994","186,639","92,202","11,707","46,133","88,311","113,786","13,500","33,707","34,042","112,215"
2008-08-01,"1,631,956","508,567","1,122,393","1,336,631","294,810","360,585","87,887","105,186","69,757","149,932","356,457","315,620","15,109","1,628,277","3,746","1,628,294","33,356","123,382","39,740","118,386","193,416","83,083","84,528","68,069","53,450","97,498","187,222","93,071","11,839","46,234","88,674","114,298","13,528","34,197","34,231","112,629"
2008-09-01,"1,632,320","506,034","1,125,334","1,336,198","295,559","357,479","88,283","104,676","70,521","148,575","353,309","316,611","15,030","1,628,591","3,756","1,628,608","33,463","121,099","39,571","118,991","193,253","82,900","85,196","68,136","53,448","98,123","187,955","93,258","11,904","46,118","88,700","114,599","13,472","34,066","34,316","113,297"
2008-10-01,"1,630,551","505,597","1,123,714","1,333,459","296,497","356,075","87,663","102,559","69,681","150,327","351,898","317,532","14,931","1,626,761","3,780","1,626,778","33,786","122,198","39,227","119,758","190,432","81,936","84,352","68,136","53,188","99,489","186,622","92,729","12,061","45,957","88,742","114,936","13,557","33,932","34,346","113,844"
2008-11-01,"1,614,127","497,670","1,115,133","1,316,594","297,036","350,149","86,376","100,653","69,176","148,772","345,973","318,025","14,863","1,610,295","3,792","1,610,311","33,396","120,040","38,718","118,150","187,226","79,762","82,548","67,791","52,845","97,191","185,802","91,942","12,158","45,580","88,599","114,941","13,529","34,285","34,098","114,474"
2008-12-01,"1,591,987","482,123","1,108,934","1,293,877","297,855","337,908","84,412","94,582","69,001","144,840","333,731","319,005","14,790","1,588,097","3,820","1,588,129","32,776","116,005","38,638","115,635","178,949","77,308","80,420","66,540","52,581","97,273","185,892","91,500","12,283","45,251","88,732","115,347","13,532","33,870","34,001","114,920"
2009-01-01,"1,584,341","474,821","1,110,546","1,285,952","298,565","334,795","83,913","89,036","68,932","146,212","330,602","320,077","15,031","1,580,344","3,849","1,580,392","32,856","119,423","38,752","111,861","172,558","75,887","81,858","65,665","53,172","97,119","185,659","91,521","12,286","45,534","88,722","115,827","13,658","34,684","34,135","115,509"
2009-02-01,"1,576,119","466,233","1,110,452","1,276,755","299,520","327,896","83,123","87,981","68,999","145,481","323,701","321,155","14,913","1,572,157","3,865","1,572,189","32,602","115,122","37,845","110,437","170,725","75,513","81,711","65,489","52,867","97,064","186,520","91,228","12,097","45,142","89,050","116,040","13,622","34,563","34,173","116,040"
2009-03-01,"1,563,343","455,445","1,108,026","1,263,563","299,965","319,130","82,257","86,331","68,381","139,475","314,926","321,635","14,954","1,559,413","3,879","1,559,460","31,875","108,572","37,804","109,072","168,195","74,896","81,485","64,667","52,653","97,469","187,160","90,152","11,999","44,749","88,973","116,104","13,574","34,286","33,928","116,546"
2009-04-01,"1,558,296","447,749","1,110,280","1,257,897","300,599","312,587","80,148","85,729","67,928","137,084","308,378","322,294","14,828","1,554,378","3,905","1,554,410","31,306","105,094","37,282","108,412","165,576","74,841","81,468","65,086","52,412","97,780","188,965","90,012","11,921","44,398","89,053","116,236","13,745","34,145","33,790","116,993"
2009-05-01,"1,556,689","445,639","1,110,623","1,255,639","301,263","310,526","81,203","82,774","67,764","138,051","306,318","322,969","14,745","1,552,792","3,917","1,552,808","30,160","105,609","36,992","109,201","163,496","75,264","81,846","64,348","52,227","97,385","190,674","89,706","11,812","44,183","89,071","116,430","13,463","33,652","33,541","117,465"
2009-06-01,"1,558,532","445,030","1,112,945","1,257,071","301,677","309,785","80,599","81,925","67,367","140,268","305,566","323,539","14,669","1,554,631","3,941","1,554,632","30,129","106,509","36,968","109,358","162,048","75,442","82,007","64,951","52,192","97,451","192,002","89,573","11,715","43,977","89,159","116,660","13,265","33,650","33,571","117,718"
2009-07-01,"1,561,083","445,140","1,115,284","1,259,285","302,011","309,412","80,565","83,255","67,550","139,106","305,203","323,716","14,613","1,557,175","3,951","1,557,175","30,330","105,211","36,431","109,659","163,408","76,244","82,131","65,456","52,064","97,560","192,745","89,313","11,632","43,796","89,319","116,793","13,265","34,042","33,631","117,598"
2009-08-01,"1,560,446","445,037","1,114,681","1,257,255","303,378","308,626","79,627","84,770","67,928","135,833","304,426","325,028","14,458","1,556,539","3,962","1,556,525","30,002","103,136","36,845","110,555","164,107","76,484","82,172","64,738","51,813","96,869","192,867","89,110","11,494","43,564","89,467","116,746","13,201","34,124","33,513","118,819"
2009-09-01,"1,572,192","452,789","1,118,796","1,268,217","304,154","314,758","80,881","85,507","67,515","138,822","310,544","325,817","14,520","1,568,256","3,983","1,568,242","30,418","107,004","37,326","111,795","166,067","76,517","82,656","65,642","52,015","97,999","193,346","88,790","11,435","43,722","89,700","116,854","13,273","34,353","33,511","119,267"
2009-10-01,"1,573,879","453,865","1,119,396","1,269,470","304,555","314,671","80,664","84,960","68,373","139,511","310,444","326,204","14,506","1,569,924","3,991","1,569,893","30,531","106,990","38,018","112,847","165,293","76,872","82,559","65,843","52,175","97,608","194,428","88,704","11,412","43,784","89,952","116,593","13,134","33,562","33,316","119,670"
2009-11-01,"1,583,102","460,238","1,122,416","1,278,184","305,052","318,464","82,211","86,059","68,681","141,612","314,245","326,765","14,520","1,579,122","3,996","1,579,091","30,887","108,459","37,727","115,036","167,905","78,281","81,221","66,004","52,333","98,374","194,875","88,948","11,347","43,880","90,155","116,731","13,186","33,913","33,421","119,886"
2009-12-01,"1,587,706","459,881","1,127,300","1,282,211","305,589","317,142","81,669","85,801","68,708","141,087","312,902","327,342","14,463","1,583,715","4,003","1,583,669","30,725","107,212","38,297","116,131","167,119","79,754","82,574","66,443","52,517","97,984","195,985","88,634","11,358","44,104","90,394","116,890","13,139","34,059","33,439","120,060"
2010-01-01,"1,597,519","466,650","1,130,724","1,291,435","306,194","321,765","82,343","86,822","69,244","140,474","317,519","328,007","14,415","1,593,503","4,007","1,593,425","30,917","110,658","38,299","118,155","168,851","80,761","83,816","66,649","52,693","97,650","196,240","88,857","11,273","44,192","90,536","117,131","13,082","34,079","33,423","120,351"
2010-02-01,"1,605,865","473,166","1,132,641","1,299,603","306,350","327,434","83,273","88,118","69,455","142,929","323,164","328,165","14,523","1,601,846","4,024","1,601,750","31,188","114,089","38,215","118,730","171,080","80,248","83,846","67,228","53,014","97,196","196,345","88,850","11,242","44,513","90,600","117,315","13,860","34,929","33,300","120,257"
2010-03-01,"1,613,597","477,362","1,136,221","1,307,139","306,559","331,162","84,466","89,603","69,752","143,248","326,872","328,427","14,258","1,609,574","4,028","1,609,510","31,143","115,602","37,685","119,200","173,755","80,889","85,589","67,809","53,040","98,138","196,690","89,204","11,316","44,675","90,760","117,613","13,052","34,189","33,301","120,058"
2010-04-01,"1,611,635","476,489","1,135,141","1,304,747","307,008","329,771","83,291","90,476","69,619","142,520","325,455","328,880","14,070","1,607,600","4,031","1,607,568","31,278","115,052","37,001","119,685","173,535","80,841","83,638","67,418","53,029","98,578","197,572","89,328","11,211","44,797","90,738","117,805","12,788","33,882","33,274","120,341"
2010-05-01,"1,618,686","483,422","1,135,363","1,311,245","307,589","336,921","84,012","90,654","69,748","147,903","332,575","329,477","14,043","1,614,650","4,048","1,614,650","31,258","120,856","37,348","119,406","174,400","80,886","83,327","67,620","53,030","99,501","196,718","89,105","11,173","44,818","91,026","117,856","12,801","33,845","33,175","120,601"
2010-06-01,"1,622,883","486,112","1,136,888","1,314,967","308,079","338,959","84,229","92,663","70,368","148,090","334,591","330,059","14,014","1,618,836","4,049","1,618,853","31,280","120,104","37,823","120,033","176,689","81,594","83,907","67,914","53,242","98,792","196,317","89,253","11,170","44,977","91,130","117,988","12,931","33,786","33,145","120,946"
2010-07-01,"1,625,143","486,306","1,138,959","1,316,678","308,626","338,801","83,802","93,012","71,236","147,540","334,379","330,900","13,978","1,621,090","4,065","1,621,124","31,554","119,871","37,874","120,249","176,632","80,713","84,132","68,393","53,561","99,464","196,130","89,908","11,261","45,297","91,294","118,235","12,894","33,482","33,067","121,382"
2010-08-01,"1,630,031","486,481","1,143,643","1,321,186","309,009","338,304","82,873","93,747","71,169","146,323","333,843","331,294","13,880","1,625,950","4,081","1,625,999","31,463","119,437","37,886","121,034","176,502","82,297","84,519","68,393","53,535","100,352","197,109","89,782","11,324","45,299","91,307","118,295","12,954","33,815","33,153","121,703"
2010-09-01,"1,629,843","484,158","1,145,738","1,320,301","309,719","335,711","83,080","92,409","71,246","143,364","331,198","332,066","13,979","1,625,779","4,094","1,625,828","31,576","117,543","38,329","121,329","175,308","82,634","84,520","67,748","53,819","100,644","197,753","90,048","11,408","45,397","91,399","118,651","12,821","33,697","33,371","122,027"
2010-10-01,"1,638,232","488,568","1,149,734","1,328,149","310,219","339,721","80,993","94,138","71,890","144,833","335,140","332,808","14,016","1,634,148","4,096","1,634,197","31,500","121,711","38,250","121,772","175,096","83,287","84,173","68,139","54,028","101,225","198,661","90,584","11,362","45,439","91,550","118,956","12,769","33,900","33,516","122,317"
2010-11-01,"1,645,952","490,202","1,155,762","1,335,653","310,392","340,957","81,937","92,340","72,376","147,905","336,336","333,228","14,094","1,641,832","4,110","1,641,865","31,560","123,293","38,802","122,141","174,129","84,570","85,560","67,995","54,349","102,083","199,597","91,075","11,396","45,495","91,684","119,269","12,785","34,067","33,669","122,288"
2010-12-01,"1,657,377","496,984","1,160,459","1,346,212","311,250","347,105","82,599","94,439","73,077","151,974","342,454","334,097","14,085","1,653,227","4,136","1,653,244","31,952","126,183","39,209","122,392","176,929","86,156","85,138","69,027","54,421","102,523","200,247","91,666","11,345","45,473","91,969","119,599","12,724","33,982","33,734","122,535"
2011-01-01,"1,662,768","497,239","1,165,609","1,351,127","311,628","345,897","83,375","95,301","72,893","149,525","341,208","334,492","13,935","1,658,605","4,148","1,658,589","32,311","123,252","39,451","123,624","178,617","87,509","84,942","70,661","54,252","102,815","201,536","92,199","11,352","45,370","91,878","119,825","12,795","33,932","33,768","122,793"
2011-02-01,"1,659,773","495,593","1,164,275","1,348,452","311,343","343,835","82,582","94,624","72,726","148,960","339,137","334,089","13,974","1,655,635","4,162","1,655,618","32,402","122,685","39,393","124,028","177,148","86,214","84,956","70,073","54,153","102,948","201,884","92,676","11,357","45,274","91,845","119,579","12,858","34,042","33,759","122,673"
2011-03-01,"1,664,906","499,795","1,165,165","1,353,628","311,278","348,206","82,661","95,787","73,132","151,877","343,466","334,127","13,980","1,660,771","4,174","1,660,772","32,837","125,441","39,569","123,399","178,400","87,149","83,773","70,559","54,264","102,867","202,045","92,966","11,357","45,298","91,603","119,771","12,577","34,197","33,986","122,770"
2011-04-01,"1,665,169","500,882","1,164,301","1,353,633","311,554","349,530","82,561","95,918","72,986","152,790","344,764","334,344","14,041","1,661,033","4,188","1,661,050","32,892","126,407","39,805","123,094","178,432","86,182","84,696","69,842","54,256","102,352","201,736","93,001","11,389","45,250","91,537","119,787","12,674","34,563","34,051","123,037"
2011-05-01,"1,661,580","494,299","1,167,381","1,349,119","312,486","343,432","80,877","96,561","73,293","147,316","338,643","335,372","13,953","1,657,436","4,203","1,657,486","32,767","121,714","39,679","122,867","177,433","87,174","84,705","69,888","54,237","102,403","201,823","93,330","11,456","45,239","91,719","119,992","12,706","34,791","34,301","123,683"
2011-06-01,"1,668,949","497,993","1,171,040","1,355,993","312,988","346,093","81,880","96,237","73,519","148,413","341,262","335,955","13,863","1,664,788","4,217","1,664,838","32,487","123,772","39,444","124,160","178,079","86,826","85,791","68,688","54,186","103,330","202,599","94,104","11,606","45,495","91,802","120,180","13,076","34,771","34,602","124,000"
2011-07-01,"1,680,498","505,650","1,174,858","1,367,012","313,525","352,841","82,604","98,189","74,185","150,583","348,002","336,479","13,797","1,676,291","4,217","1,676,342","32,391","127,540","39,546","125,023","180,771","89,277","85,001","70,799","54,094","102,525","203,309","94,060","11,540","45,530","92,127","120,332","12,951","34,843","34,503","124,044"
2011-08-01,"1,689,080","511,470","1,177,524","1,375,406","313,702","357,423","82,707","97,764","73,673","155,808","352,541","336,663","13,781","1,684,834","4,233","1,684,869","32,817","132,048","39,532","125,842","180,439","88,568","84,865","70,953","54,199","104,616","204,005","94,566","11,501","45,634","92,232","120,451","12,767","34,692","34,453","124,008"
2011-09-01,"1,693,895","514,455","1,179,328","1,380,454","313,458","359,819","83,489","99,072","73,383","157,045","354,927","336,514","13,727","1,689,622","4,248","1,689,640","32,776","132,196","39,742","126,420","182,532","88,887","85,033","70,988","54,226","103,735","204,891","95,121","11,461","45,786","92,025","120,603","13,075","35,111","34,504","123,912"
2011-10-01,"1,693,809","511,843","1,181,890","1,380,567","313,261","357,110","82,747","100,129","73,869","155,355","352,235","336,236","13,771","1,689,502","4,266","1,689,503","32,756","130,051","38,969","126,573","182,875","90,024","85,538","70,997","54,245","103,551","205,692","95,609","11,395","45,894","92,023","120,649","13,208","34,922","34,570","123,589"
2011-11-01,"1,695,694","511,744","1,183,887","1,382,198","313,538","356,363","83,363","100,464","73,614","153,633","351,472","336,578","13,725","1,691,365","4,268","1,691,315","32,856","129,012","38,366","127,166","183,818","90,094","85,461","71,069","54,252","103,148","206,532","95,992","11,348","46,207","92,112","121,062","13,209","35,334","34,665","123,422"
2011-12-01,"1,703,826","516,590","1,187,100","1,390,377","313,492","360,029","84,024","102,930","73,946","153,670","355,113","336,566","13,702","1,699,442","4,268","1,699,341","32,772","129,345","38,608","128,389","186,974","90,785","86,749","71,304","54,253","102,443","207,614","96,378","11,304","46,569","92,223","121,262","13,252","35,215","34,713","123,098"
